"","Longitude","Latitude","AreaKM2","prediction"
"383",-137.9999885,28.02261086,174335.3955,0
"384",145.9750929,-37.94089479,274.7361168,171
"385",165.9999802,8.022585242,195024.8608,33
"386",98.00001146,-43.97738914,142614.132,0
"387",-165.9999885,-59.97738914,99515.12208,0
"388",158.0000115,20.02261086,185294.9959,0
"389",150.1568838,-7.833875605,166013.9648,195
"390",-71.63970452,-17.63550024,6405.754855,105
"391",86.00001146,-55.97738914,111191.639,0
"392",-169.9999885,36.02261086,159993.6391,0
"393",-53.99998854,-51.97738914,122301.2318,0
"394",-165.9999885,28.02261086,174335.3955,0
"395",-169.9999885,-71.97738914,61664.38731,0
"396",13.72012633,39.59151568,105637.9472,176
"397",-81.3033971,67.88306309,40356.63447,0
"398",-109.9999885,-67.97738914,74689.95952,0
"399",-37.59668977,-3.200384655,106848.1233,176
"400",162.0000061,12.02261958,192695.752,29
"401",2.000011459,-39.97738914,151724.8938,0
"402",-50.56273324,81.90169892,585.5364767,0
"403",178,76.02261086,48164.60527,0
"404",-149.9999885,0.022610864,196906.2159,0
"405",-29.99998854,-7.977389136,195050.9669,5
"406",-161.9775756,-80.06921689,26612.74497,0
"407",138.0000115,80.02261086,34562.55863,0
"408",-177.9999885,-31.97738914,167655.0629,33
"409",117.9999058,-11.97749469,192720.1173,205
"410",-149.9999885,56.02261086,111062.6969,19
"411",-173.9999885,-39.97738914,151724.8937,0
"412",62.02858262,79.93736253,31646.96977,0
"413",114.0000063,8.022591881,195027.5475,395
"414",118.0000115,84.02261086,20778.85581,0
"415",78.00001146,-55.97738914,111191.639,0
"416",134.0000115,-39.97738914,151724.8938,0
"417",142.0504268,76.23438132,36222.40519,0
"418",96.91839389,15.30078904,56141.14169,328
"419",-69.29410713,48.22868026,10357.29042,10
"420",-85.99998854,-27.97738914,174407.0449,0
"421",-21.99998854,8.022610864,195029.8994,0
"422",-29.99998854,4.022610864,196434.0627,5
"423",150.0000115,-59.97738914,99515.12208,0
"424",-93.99998854,-23.97738914,180312.2015,0
"425",-25.99998854,60.02261086,99380.08521,10
"426",38.00001146,-59.97738914,99515.12208,0
"427",-93.99998854,4.022610864,196434.0627,14
"428",90.00001146,-59.97738914,99515.12208,0
"429",-74.00754541,76.01404858,47939.65203,0
"430",-50.00434481,-75.97136988,48186.32927,0
"431",-93.99998854,-27.97738914,174407.0449,0
"432",126.0000115,84.02261086,20778.85581,0
"433",-105.9999885,-47.97738914,132791.5122,0
"434",-89.0437976,30.20205565,7436.075765,186
"435",-101.9999885,-27.97738914,174407.0449,0
"436",158.0000115,44.02261086,142506.9822,0
"437",62.00001146,16.02261086,189449.8681,0
"438",-29.99998854,64.02261086,87187.46136,5
"439",86.00001146,8.022610864,195029.8994,0
"440",-169.9999885,72.02261086,61515.16273,0
"441",-1.999988541,-55.97738914,111191.639,0
"442",170.0000115,-55.97738914,111191.639,5
"443",-173.9999885,0.022610864,196906.2158,14
"444",122.0000115,-39.97738914,151724.8938,0
"445",106.5108874,77.45396902,9417.360861,0
"446",142.0105738,56.02527798,109043.8054,10
"447",73.53958416,68.24313719,25317.99083,0
"448",54.00001146,-59.97738914,99515.12208,0
"449",-121.9999885,-55.97738914,111191.639,0
"450",28.72378299,60.12027562,5858.759026,5
"451",62.00001146,-31.97738914,167655.0629,0
"452",-37.9593374,63.87882091,81089.10227,10
"453",-49.99998854,16.02261086,189449.8681,0
"454",-177.9999885,80.02261086,34562.55864,0
"455",9.937003613,-15.94729501,183386.8841,195
"456",62.03369016,-66.75230619,30387.22639,0
"457",-121.9999885,-35.97738914,160083.8017,0
"458",145.9958965,-11.98168222,192302.1075,319
"459",-117.9999885,-51.97738914,122301.2318,0
"460",-149.9999885,52.02261086,122178.9993,0
"461",6.000011459,-39.97738914,151724.8937,0
"462",-178.0133745,63.80828291,77938.94147,5
"463",110.0000115,80.02261086,34562.55863,0
"464",70.00001146,-51.97738914,122301.2318,0
"465",-78.74777464,4.17958317,118711.3761,209
"466",-77.99998854,-67.97738914,74689.95952,0
"467",74.00001146,-11.97738914,192730.4345,0
"468",-57.9684586,-79.97221385,34143.82069,0
"469",134.0000115,-63.97738914,87327.93592,0
"470",-97.99998854,-35.97738914,160083.8016,0
"471",-117.9999885,-27.97738914,174407.0449,0
"472",-77.73985245,75.76709708,39290.53916,0
"473",141.969942,73.25687939,13423.30567,0
"474",-122.0023764,32.02014727,167366.3676,133
"475",-33.99998854,-51.97738914,122301.2318,0
"476",-178.0000115,-23.97741025,180309.8601,43
"477",-141.9999885,0.022610864,196906.2158,0
"478",86.00001146,-3.977389136,196444.6159,0
"479",162.0000115,-27.97738914,174407.0449,5
"480",170.0000115,84.02261086,20778.85581,0
"481",-169.9999885,60.02261086,99380.08521,5
"482",-129.9999885,36.02261086,159993.6391,0
"483",50.00001146,-59.97738914,99515.12206,0
"484",66.04354653,79.99178346,33574.40355,0
"485",-65.99998854,-59.97738914,99515.12208,0
"486",-45.99998854,24.02261086,180250.2648,0
"487",138.0000115,-51.97738914,122301.2318,0
"488",-25.99998854,48.02261086,132676.5593,0
"489",-133.9999885,36.02261086,159993.6391,0
"490",-141.9999885,-11.97738914,192730.4345,24
"491",-21.99998854,-3.977389136,196444.6159,0
"492",-113.9999885,-55.97738914,111191.639,0
"493",-109.9999885,-39.97738914,151724.8938,0
"494",158.0000115,-15.97738914,189491.6891,5
"495",-85.99998854,0.022610864,196906.2159,10
"496",-15.44057437,25.12307726,24874.86628,176
"497",-117.9999885,84.02261086,20778.85581,0
"498",-149.9999885,80.02261086,34562.55864,0
"499",32.3026112,-70.02823974,291.1814421,0
"500",30.01655738,35.30667652,102407.9819,166
"501",-161.9999885,52.02261086,122178.9993,14
"502",-17.99998854,-27.97738914,174407.0449,0
"503",35.50200234,-20.53611794,30881.52396,238
"504",-71.51490594,9.594317657,9020.588953,124
"505",174.0000115,-79.97738914,34717.48718,0
"506",173.9999943,-3.977401906,196442.9135,24
"507",-33.99998854,28.02261086,174335.3955,0
"508",-141.9999885,-43.97738914,142614.132,0
"509",-97.99998854,-55.97738914,111191.639,0
"510",-77.99997232,-27.97740301,174405.5332,0
"511",5.999766664,56.02228724,111042.0063,76
"512",-141.9999885,20.02261086,185294.9958,0
"513",-161.9999885,32.02261086,167573.9896,0
"514",-109.9999885,-51.97738914,122301.2318,0
"515",58.00001146,0.022610864,196906.2159,5
"516",86.00001146,-7.977389136,195050.9669,0
"517",26.00935026,76.01384093,47911.40399,0
"518",-14.27262379,28.3079482,135534.2336,200
"519",53.59629681,25.16859735,66050.24256,247
"520",146.0999455,44.05525808,126682.0198,43
"521",53.97807051,-19.96113513,182764.5526,71
"522",178.3714871,-40.28569378,114190.7689,62
"523",-137.9999885,-3.977389136,196444.6159,0
"524",-81.55973742,73.29833743,8184.550304,0
"525",-5.999988541,-11.97738914,192730.4345,0
"526",13.98989934,-67.96688183,74309.34014,0
"527",174.0000115,-15.97738914,189491.6891,33
"528",-169.9999885,-43.97738914,142614.132,0
"529",49.35639303,30.16745004,2412.992211,224
"530",34.00001146,-39.97738914,151724.8937,0
"531",-33.99998854,48.02261086,132676.5593,0
"532",-173.9999885,-23.97738914,180312.2014,38
"533",-177.9999885,-67.97738914,74689.95952,0
"534",110.0000115,-11.97738914,192730.4345,0
"535",-133.9999885,16.02261086,189449.8681,0
"536",-153.9999885,80.02261086,34562.55864,0
"537",-141.9999885,40.02261086,151626.0231,0
"538",46.05658123,-0.037988625,190137.6583,171
"539",-58.0214073,84.07652119,20030.01041,0
"540",14.00001146,-39.97738914,151724.8938,0
"541",-33.99998854,36.02261086,159993.6391,0
"542",-57.99998854,20.02261086,185294.9959,0
"543",-153.9999885,32.02261086,167573.9896,0
"544",178,24.02261086,180249.2321,0
"545",0.385212401,49.83543058,2271.619121,81
"546",98.00001146,-51.97738914,122301.2318,0
"547",154.0000115,16.02261086,189449.8681,10
"548",119.9485965,-33.96227294,34.21901423,176
"549",94.00001146,-55.97738914,111191.639,0
"550",-150.0013408,-15.96585368,187971.0012,57
"551",-113.8372799,68.40209296,15583.70935,0
"552",130.3202993,39.81030641,121449.9258,86
"553",-13.99998854,-19.97738914,185346.9753,0
"554",102.0000115,84.02261086,20778.85581,0
"555",62.00001146,-39.97738914,151724.8938,0
"556",93.88982768,77.0180733,22027.6465,0
"557",70.00001146,-23.97738914,180312.2015,0
"558",-69.99998854,-59.97738914,99515.12206,0
"559",74.00001146,-35.97738914,160083.8017,0
"560",5.888053059,64.19614498,78154.6362,48
"561",38.68688831,-70.07765736,383.4484628,0
"562",-101.9999885,-19.97738914,185346.9753,0
"563",-117.9999885,-23.97738914,180312.2015,0
"564",70.00001146,12.02261086,192698.9312,171
"565",174.0000115,-27.97738914,174407.0449,0
"566",170.0000115,40.02261086,151626.0231,0
"567",-137.9971843,-7.973236555,194568.6369,38
"568",-57.99998854,68.02261086,74544.74404,5
"569",-177.9999885,44.02261086,142506.9822,0
"570",-153.9999885,16.02261086,189449.8681,19
"571",2.000011459,-19.97738914,185346.9753,0
"572",10.00001146,-51.97738914,122301.2318,0
"573",38.51576452,20.02052366,108316.5476,195
"574",174.0000115,28.02261086,174335.3955,0
"575",118.0000115,-63.97738914,87327.93592,0
"576",154.0000115,-39.97738914,151724.8937,0
"577",5.356846647,53.42403026,24898.16725,62
"578",41.87170379,-67.19997987,46593.07503,0
"579",-177.9999885,-47.97738914,132791.5122,14
"580",-77.99998854,-39.97738914,151724.8938,0
